accession_version	isolate	locus	primary_accession
ABD72992.1	CUHKtc38NP	ABD72992	ABD72992
ABD72991.1	CUHKtc37NP	ABD72991	ABD72991
ABD72990.1	CUHKtc36NP	ABD72990	ABD72990
ABD72989.1	CUHKtc34NS	ABD72989	ABD72989
ABD72988.1	CUHKtc32NP	ABD72988	ABD72988
ABD72987.1	CUHKtc28NP	ABD72987	ABD72987
ABD72986.1	CUHKtc16NP	ABD72986	ABD72986
ABD72985.1	CUHKtc15NP	ABD72985	ABD72985
ABD72984.1	CUHKtc14NP	ABD72984	ABD72984
ABD72983.1	CUHKtc11NP	ABD72983	ABD72983
ABD72982.1	CUHKtc10NP	ABD72982	ABD72982
ABD72981.1	CUHKtc06NP	ABD72981	ABD72981
ABD72980.1	CUHKtc05NP	ABD72980	ABD72980
ABD72979.1	CUHKtc04NP	ABD72979	ABD72979
ABD72978.1	CUHKtc03NP	ABD72978	ABD72978
ABD72977.1	CUHKtc01NP	ABD72977	ABD72977
ABD72976.1	CUHKcs54RS	ABD72976	ABD72976
ABD72975.1	CUHKcs65ST	ABD72975	ABD72975
ABD72974.1	CUHKcs60ST	ABD72974	ABD72974
ABD72973.1	CUHKcs57ST	ABD72973	ABD72973
ABD72972.1	CUHKcs52UR	ABD72972	ABD72972
ABD72971.1	CUHKcs32ST	ABD72971	ABD72971
ABD72970.1	CUHKcs13NP	ABD72970	ABD72970
ABD72969.1	CUHKcs04ST	ABD72969	ABD72969
ABD72968.1	CUHKcs03TG	ABD72968	ABD72968
ACV88184.1	A001	ACV88184	ACV88184
ABI96969.1		ABI96969	ABI96969
ABI96968.1		ABI96968	ABI96968
ABI96967.1		ABI96967	ABI96967
ABI96966.1		ABI96966	ABI96966
ABI96965.1		ABI96965	ABI96965
ABI96964.1		ABI96964	ABI96964
ABI96963.1		ABI96963	ABI96963
ABI96962.1		ABI96962	ABI96962
ABI96961.1		ABI96961	ABI96961
ABI96960.1		ABI96960	ABI96960
ABI96959.1		ABI96959	ABI96959
ABI96958.1		ABI96958	ABI96958
ABI96957.1		ABI96957	ABI96957
ABI96956.1		ABI96956	ABI96956
ABF65847.1		ABF65847	ABF65847
ABF65846.1		ABF65846	ABF65846
ABF65845.1		ABF65845	ABF65845
ABF65844.1		ABF65844	ABF65844
ABF65843.1		ABF65843	ABF65843
ABF65842.1		ABF65842	ABF65842
ABF65841.1		ABF65841	ABF65841
ABF65840.1		ABF65840	ABF65840
ABF65839.1		ABF65839	ABF65839
ABF65838.1		ABF65838	ABF65838
ABF65837.1		ABF65837	ABF65837
ABF65836.1		ABF65836	ABF65836
ABF65835.1		ABF65835	ABF65835
ABF65834.1		ABF65834	ABF65834
CAJ56183.1		CAJ56183	CAJ56183
CAJ21121.1		CAJ21121	CAJ21121
CAH69585.1		CAH69585	CAH69585
CAH69584.1		CAH69584	CAH69584
CAH69583.1		CAH69583	CAH69583
CAH69582.1		CAH69582	CAH69582
CAH69581.1		CAH69581	CAH69581
CAH69580.1		CAH69580	CAH69580
CAH69579.1		CAH69579	CAH69579
CAH69578.1		CAH69578	CAH69578
CAH69577.1		CAH69577	CAH69577
CAH69576.1		CAH69576	CAH69576
CAH69575.1		CAH69575	CAH69575
CAH69574.1		CAH69574	CAH69574
CAH69573.1		CAH69573	CAH69573
