accession_version	isolate	locus	primary_accession
AVT42824.1	CQHm2016 D/China/2016	AVT42824	AVT42824
AVT42819.1	CQHy2014W/China/2014	AVT42819	AVT42819
AVP82582.1	CQHy2014DY/China/2014	AVP82582	AVP82582
AVP82564.1	CQHm2016H/China/2016	AVP82564	AVP82564
AVP82559.1	CQHy20106D/China/2016	AVP82559	AVP82559
AVP82554.1	CQHy2014Y/China/2014	AVP82554	AVP82554
AYO89334.1	qy2017	AYO89334	AYO89334
AYO89333.1	11082-2016	AYO89333	AYO89333
AYO89332.1	2014HM	AYO89332	AYO89332
AYO89331.1	2013ZH	AYO89331	AYO89331
4D6W_C		4D6W_C	4D6W_C
4D6W_B		4D6W_B	4D6W_B
4D6W_A		4D6W_A	4D6W_A
QCI62296.1		QCI62296	QCI62296
QCI62295.1		QCI62295	QCI62295
QCI62294.1		QCI62294	QCI62294
QCI62293.1		QCI62293	QCI62293
QCI62292.1		QCI62292	QCI62292
QCI62291.1		QCI62291	QCI62291
QCI62290.1		QCI62290	QCI62290
QCI62289.1		QCI62289	QCI62289
QCI62288.1		QCI62288	QCI62288
QCI62287.1		QCI62287	QCI62287
QCI62286.1		QCI62286	QCI62286
QCI31480.1	KSA_1723	QCI31480	QCI31480
QCI31469.1	KSA_1722	QCI31469	QCI31469
QCF46548.1	PEDV-NMTL S1	QCF46548	QCF46548
AZH81388.1	IS_15_19852_2	AZH81388	AZH81388
AZH81387.1	IS_15_19852_1	AZH81387	AZH81387
QCF40548.1	Ebola virus/H.sapiens-wt/COD/2018/BEN167-MANA5-14	QCF40548	QCF40548
QCF40539.1	Ebola virus/H.sapiens-wt/COD/2018/BEN167-MANA5-11	QCF40539	QCF40539
QCF40530.1	Ebola virus/H.sapiens-wt/COD/2018/BEN165-MANA3-20	QCF40530	QCF40530
QCF40518.1	Ebola virus/H.sapiens-wt/COD/2018/BEN165-MANA3-11	QCF40518	QCF40518
QCF40512.1	Ebola virus/H.sapiens-wt/COD/2018/BEN164-MANA1-17	QCF40512	QCF40512
QCF40503.1	Ebola virus/H.sapiens-wt/COD/2018/BEN164-MANA1-16	QCF40503	QCF40503
QCF40494.1	Ebola virus/H.sapiens-wt/COD/2018/BEN164-MANA1-13	QCF40494	QCF40494
QCF40485.1	Ebola virus/H.sapiens-wt/COD/2018/BEN164-MANA1-11	QCF40485	QCF40485
QCF40476.1	Ebola virus/H.sapiens-wt/COD/2018/BEN163-MANA2-16	QCF40476	QCF40476
QCF40467.1	Ebola virus/H.sapiens-wt/COD/2018/BEN163-MANA2-13	QCF40467	QCF40467
QCF40462.1	Ebola virus/H.sapiens-wt/COD/2018/BEN163-MANA2-11	QCF40462	QCF40462
QCF24423.1	NJ03CPB	QCF24423	QCF24423
QCE31533.1		QCE31533	QCE31533
QCE31529.1		QCE31529	QCE31529
QCE31524.1		QCE31524	QCE31524
QCE31520.1	CH-HENZMDBY-2016	QCE31520	QCE31520
QCE31519.1	CH-HENYS-2017	QCE31519	QCE31519
QCE31518.1	CH-HENYC-2015	QCE31518	QCE31518
QCE31517.1	CH-HENXX-2015	QCE31517	QCE31517
QCE31516.1	CH-HENPY-2017	QCE31516	QCE31516
QCE31515.1	CH-HENPY-2016	QCE31515	QCE31515
QCE31514.1	CH-HENNY-2015	QCE31514	QCE31514
QCE31513.1	CH-HENNH-2015	QCE31513	QCE31513
QCE31512.1	CH-HENLS-2014	QCE31512	QCE31512
QCE31511.1	CH-HENKF-2015	QCE31511	QCE31511
QCE31510.1	CH-HENJY-2014	QCE31510	QCE31510
QCE31509.1	CH-HENHB-2016	QCE31509	QCE31509
QCE31508.1	CH-HENGY-2016	QCE31508	QCE31508
QCE31507.1	CH-HENDF-2017	QCE31507	QCE31507
QCE31506.1	CH-JIANGXI-2017	QCE31506	QCE31506
QCE31505.1	CH-JIANGXI-3-2016	QCE31505	QCE31505
QCE31504.1	CH-JIANGXI-2-2016	QCE31504	QCE31504
QCE31503.1	CH-JIANGXI-1-2016	QCE31503	QCE31503
QCE31502.1	CH-SHANXJC-2017	QCE31502	QCE31502
QCE31501.1	CH-SHANXCZ-2015	QCE31501	QCE31501
QCE31500.1	CH-SHANGH-2017	QCE31500	QCE31500
QCE31499.1	CH-HUB-2-2017	QCE31499	QCE31499
QCD25064.1	CH-HEBHD-2015	QCD25064	QCD25064
THG58420.1		THG58420	THG58420
QCC26602.1	CH/TP-4-4/2018	QCC26602	QCC26602
QCC26595.1	CH/TP-4-3/2018	QCC26595	QCC26595
QCC26588.1	CH/TP-3-1/2018	QCC26588	QCC26588
QCC26581.1	CH/TP-2-2/2018	QCC26581	QCC26581
QCC20713.1		QCC20713	QCC20713
QCB92171.1	1/Canine/CCoV-IIb/Colombia/2018/Aslan	QCB92171	QCB92171
QCB92090.1		QCB92090	QCB92090
QCB65306.1	CH-HB2-2018	QCB65306	QCB65306
QCB65300.1	CH-HB1-2018	QCB65300	QCB65300
QCB65097.1		QCB65097	QCB65097
QCA89572.1	CH/TP/E5/2018	QCA89572	QCA89572
QCA89571.1	CH/TP/D15/2018	QCA89571	QCA89571
QCA89570.1	CH/TP/A9/2018	QCA89570	QCA89570
QCA89569.1	CH/TP/4-4/2018	QCA89569	QCA89569
QCA89568.1	CH/TP/4-3/2018	QCA89568	QCA89568
QCA89567.1	CH/TP/3-1/2018	QCA89567	QCA89567
QCA89566.1	CH/TP/2-2/2018	QCA89566	QCA89566
QBY35898.1	IBV_Duck_50NL	QBY35898	QBY35898
QBY35897.1	IB-54NB-chicken-LEBNAN	QBY35897	QBY35897
QBY35896.1	IB-36NB-chicken-LEBNAN	QBY35896	QBY35896
TGO83931.1		TGO83931	TGO83931
TGO50083.1		TGO50083	TGO50083
TGO21480.1		TGO21480	TGO21480
TGO12241.1		TGO12241	TGO12241
QBY26086.1	HB2016-1	QBY26086	QBY26086
QBY26061.1	MEXICO/OAX/UI1253CMPR/2017	QBY26061	QBY26061
QBY26060.1	EDOMEX/UI202CMPR/2017	QBY26060	QBY26060
QBY26059.1	YUC/UICMPR/2015	QBY26059	QBY26059
QBY26058.1	QRO/UI689CMPR/2017	QBY26058	QBY26058
QBX89092.1		QBX89092	QBX89092
QBS55254.1	IBV-Haryana/18	QBS55254	QBS55254
WP_045609154.1		WP_045609154	WP_045609154
QBX05183.1		QBX05183	QBX05183
QBQ82083.1		QBQ82083	QBQ82083
6C6Y_S		6C6Y_S	6C6Y_S
6C6Y_R		6C6Y_R	6C6Y_R
6C6Y_L		6C6Y_L	6C6Y_L
6C6Y_H		6C6Y_H	6C6Y_H
6C6Y_B		6C6Y_B	6C6Y_B
6C6Y_A		6C6Y_A	6C6Y_A
6C6X_L		6C6X_L	6C6X_L
6C6X_H		6C6X_H	6C6X_H
6C6X_F		6C6X_F	6C6X_F
6C6X_E		6C6X_E	6C6X_E
6C6X_D		6C6X_D	6C6X_D
6C6X_C		6C6X_C	6C6X_C
6C6X_B		6C6X_B	6C6X_B
6C6X_A		6C6X_A	6C6X_A
5OPG_A		5OPG_A	5OPG_A
QBR98161.1		QBR98161	QBR98161
WP_134977480.1		WP_134977480	WP_134977480
TFJ88767.1		TFJ88767	TFJ88767
QBQ82421.1	Bovine/China/Guangdong/2017	QBQ82421	QBQ82421
QBQ82420.1	Bovine/China/Guangdong/2017	QBQ82420	QBQ82420
QBQ65045.1		QBQ65045	QBQ65045
QBQ64988.1		QBQ64988	QBQ64988
QBQ64983.1		QBQ64983	QBQ64983
QBQ64979.1		QBQ64979	QBQ64979
QBQ04108.1		QBQ04108	QBQ04108
QBQ04107.1		QBQ04107	QBQ04107
QBP84759.1	MDS15	QBP84759	QBP84759
QBQ01839.1	MDS16	QBQ01839	QBQ01839
QBP84749.1	MDS14	QBP84749	QBP84749
QBP84740.1	MDS12	QBP84740	QBP84740
QBP84731.1	MDS11	QBP84731	QBP84731
QBP84722.1	MDS4	QBP84722	QBP84722
QBP84713.1	MDS2	QBP84713	QBP84713
QBP84704.1	MDS6	QBP84704	QBP84704
QBP78754.1		QBP78754	QBP78754
QBP78753.1		QBP78753	QBP78753
TFF95436.1	TEKIR_15	TFF95436	TFF95436
QBP46937.1		QBP46937	QBP46937
QBP43300.1	PEAV_GDS04_P12	QBP43300	QBP43300
ATB68196.1		ATB68196	ATB68196
TES96002.1	E44_bin85	TES96002	TES96002
QBO24677.1	KNU-1821	QBO24677	QBO24677
QBO24676.1	KNU-1820	QBO24676	QBO24676
QBO24675.1	KNU-1819	QBO24675	QBO24675
QBO24669.1	KNU-1818	QBO24669	QBO24669
QBO24663.1	KNU-1817	QBO24663	QBO24663
QBO24657.1	KNU-1816	QBO24657	QBO24657
QBO24651.1	KNU-1815	QBO24651	QBO24651
QBM91238.1	IBV/Ck/EG/Fadllah-10/2019	QBM91238	QBM91238
QBB20449.1	Marburg virus/H.sapiens-wt/UGA/2017/201786809	QBB20449	QBB20449
QBB20442.1	Marburg virus/H.sapiens-wt/UGA/2017/201786808	QBB20442	QBB20442
AVQ09658.1	Ebolavirus/H.sapiens-wt/SLE/2014/Makona-20144566	AVQ09658	AVQ09658
AVQ09649.1	Ebolavirus/H.sapiens-wt/SLE/2014/Makona-20144558	AVQ09649	AVQ09649
AVQ09640.1	Ebolavirus/H.sapiens-wt/SLE/2014/Makona-20144200	AVQ09640	AVQ09640
AVQ09631.1	Ebolavirus/H.sapiens-wt/SLE/2014/Makona-20143655	AVQ09631	AVQ09631
AVQ09622.1	Ebolavirus/H.sapiens-wt/SLE/2014/Makona-20142893	AVQ09622	AVQ09622
QBM20306.1	ibk1	QBM20306	QBM20306
6IMM_EE		6IMM_EE	6IMM_EE
6IMM_DD		6IMM_DD	6IMM_DD
6IMM_AA		6IMM_AA	6IMM_AA
6IMM_Z		6IMM_Z	6IMM_Z
6IMM_V		6IMM_V	6IMM_V
6IMM_T		6IMM_T	6IMM_T
6IMM_P		6IMM_P	6IMM_P
6IMM_N		6IMM_N	6IMM_N
6H3X_A		6H3X_A	6H3X_A
6H3W_A		6H3W_A	6H3W_A
6H3V_A		6H3V_A	6H3V_A
6H3U_I		6H3U_I	6H3U_I
6H3U_M		6H3U_M	6H3U_M
6H3U_B		6H3U_B	6H3U_B
6H3U_A		6H3U_A	6H3U_A
6H3U_L		6H3U_L	6H3U_L
6H3U_H		6H3U_H	6H3U_H
6H3T_B		6H3T_B	6H3T_B
6H3T_M		6H3T_M	6H3T_M
6H3T_I		6H3T_I	6H3T_I
6H3T_A		6H3T_A	6H3T_A
6H3T_L		6H3T_L	6H3T_L
6H3T_H		6H3T_H	6H3T_H
6H3S_A		6H3S_A	6H3S_A
6H3S_B		6H3S_B	6H3S_B
BBI93206.1		BBI93206	BBI93206
BBI93205.1		BBI93205	BBI93205
BBI93204.1		BBI93204	BBI93204
BBI93203.1		BBI93203	BBI93203
QBM00061.1	LW/L	QBM00061	QBM00061
QBM00059.1	IZSPLV	QBM00059	QBM00059
WP_133097823.1		WP_133097823	WP_133097823
TDF62068.1		TDF62068	TDF62068
WP_132599280.1		WP_132599280	WP_132599280
WP_132513442.1		WP_132513442	WP_132513442
WP_131943067.1		WP_131943067	WP_131943067
QBK95468.1	HB1	QBK95468	QBK95468
AXP20281.1		AXP20281	AXP20281
TDD17180.1		TDD17180	TDD17180
TDC99720.1		TDC99720	TDC99720
TDC11630.1		TDC11630	TDC11630
QBK47798.1	USP-781	QBK47798	QBK47798
QBK47797.1	USP-774	QBK47797	QBK47797
QBK47796.1	USP-735	QBK47796	QBK47796
QBK47795.1	IBV_Mass vaccine	QBK47795	QBK47795
QBK47793.1	USP-880	QBK47793	QBK47793
QBK47792.1	USP-858	QBK47792	QBK47792
QBK47791.1	USP-857	QBK47791	QBK47791
QBK47790.1	USP-829	QBK47790	QBK47790
QBK47789.1	USP-804	QBK47789	QBK47789
QBK47788.1	USP-803	QBK47788	QBK47788
QBK47787.1	USP-783	QBK47787	QBK47787
QBK47786.1	USP-782	QBK47786	QBK47786
QBK47785.1	USP-770	QBK47785	QBK47785
QBK47784.1	USP-768	QBK47784	QBK47784
QBK47783.1	USP-765	QBK47783	QBK47783
QBK47782.1	USP-761	QBK47782	QBK47782
QBK47781.1	USP-760	QBK47781	QBK47781
QBK47780.1	USP-745	QBK47780	QBK47780
QBK47779.1	USP-742	QBK47779	QBK47779
QBK47778.1	USP-740	QBK47778	QBK47778
QBK47777.1	USP-736	QBK47777	QBK47777
QBK47776.1	USP-732	QBK47776	QBK47776
QBK47775.1	USP-731	QBK47775	QBK47775
QBK47774.1	IBV_BR-I vaccine	QBK47774	QBK47774
QBK47773.1	IBV/Brazil/2008/USP-67	QBK47773	QBK47773
QBK47772.1	IBV/Brazil/2007/USP-58	QBK47772	QBK47772
QBK47771.1	IBV/Brazil/2005/USP-49	QBK47771	QBK47771
QBK47770.1	IBV/Brazil/2003/USP-40	QBK47770	QBK47770
QBK47769.1	IBV/Brazil/2004/USP-10	QBK47769	QBK47769
QBK47768.1	IBV/Brazil/2005/USP-5	QBK47768	QBK47768
QBK47767.1	IBV/Brazil/2005/USP-3	QBK47767	QBK47767
QBK47766.1	IBV/Brazil/2005/USP-2	QBK47766	QBK47766
AVM80790.1	FarmD	AVM80790	AVM80790
AVM80789.1	FarmC	AVM80789	AVM80789
AVM80788.1	FarmB	AVM80788	AVM80788
AVM80787.1	FarmA	AVM80787	AVM80787
AVM80786.1	141388	AVM80786	AVM80786
AVM80785.1	8462	AVM80785	AVM80785
AVM80784.1	162140	AVM80784	AVM80784
AVM80783.1	8495	AVM80783	AVM80783
QBJ04615.1	Tasmania/Sarcophilus_harrisii/2016/DN128115	QBJ04615	QBJ04615
YP_009361857.1	PREDICT/PDF-2180	YP_009361857	YP_009361857
AYA93287.1	MHW-Skr-Solo-2017	AYA93287	AYA93287
AYA93286.1	MHW-NSTR-1-2018	AYA93286	AYA93286
AYA93285.1	MHW-O-NSTR-2-2018	AYA93285	AYA93285
AYA93284.1	MHW-O-NSTR-2018	AYA93284	AYA93284
AYA93283.1	MHW-QX-KDL-3-2012	AYA93283	AYA93283
AYA93282.1	MHW-QX-MGX-1-2012	AYA93282	AYA93282
AYA93281.1	MHW-Rhb-5-2017	AYA93281	AYA93281
AYA93280.1	MHW-Kodil-2017	AYA93280	AYA93280
AYA93279.1	MHW-Solo-Lay-2017	AYA93279	AYA93279
AYA93278.1	MHW-Lay-Mikro-2017	AYA93278	AYA93278
QBH99245.1	IBV/chicken/Giza/1/2017	QBH99245	QBH99245
QBH90459.1	Dakahlia4/Egy/2017	QBH90459	QBH90459
QBH90458.1	Damietta6/Egy/2017	QBH90458	QBH90458
QBH90457.1	Damietta5/Egy/2017	QBH90457	QBH90457
QBH90456.1	Damietta4/Egy/2017	QBH90456	QBH90456
QBH90455.1	Damietta3/Egy/2017	QBH90455	QBH90455
QBH90454.1	Damietta2/Egy/2017	QBH90454	QBH90454
AYO86699.1	Hu/Riyadh-KSA-008D3N/2015	AYO86699	AYO86699
QBH22431.1	QHGC1	QBH22431	QBH22431
QBG67080.1	HT317	QBG67080	QBG67080
QBG67079.1	HT316	QBG67079	QBG67079
QBG67078.1	HT315	QBG67078	QBG67078
QBG67077.1	HCM307	QBG67077	QBG67077
QBG67076.1	HCM306	QBG67076	QBG67076
QBG67075.1	HCM305	QBG67075	QBG67075
QBG67074.1	HCM304	QBG67074	QBG67074
QBG67073.1	HT293	QBG67073	QBG67073
QBG67072.1	NA226	QBG67072	QBG67072
QBG64657.1	UKRn3	QBG64657	QBG64657
QBG64648.1	UKMa1	QBG64648	QBG64648
QBG64246.1		QBG64246	QBG64246
QBG64245.1		QBG64245	QBG64245
QBF80611.1		QBF80611	QBF80611
QBF80608.1		QBF80608	QBF80608
QBF80607.1		QBF80607	QBF80607
QBF80598.1		QBF80598	QBF80598
QBF80587.1		QBF80587	QBF80587
QBF80576.1		QBF80576	QBF80576
QBF80565.1		QBF80565	QBF80565
QBF80554.1		QBF80554	QBF80554
QBF80543.1		QBF80543	QBF80543
QBF80532.1		QBF80532	QBF80532
QBF80521.1		QBF80521	QBF80521
QBF80510.1		QBF80510	QBF80510
QBF80499.1		QBF80499	QBF80499
QBF80488.1		QBF80488	QBF80488
QBF80477.1		QBF80477	QBF80477
QBF80466.1		QBF80466	QBF80466
QBF80455.1		QBF80455	QBF80455
ANZ78849.1	SZ14014d3/2014	ANZ78849	ANZ78849
ANZ78848.1	HB14018d7/2014	ANZ78848	ANZ78848
ANZ78847.1	4467A/2015	ANZ78847	ANZ78847
ANZ78846.1	4452A/2015	ANZ78846	ANZ78846
ANZ78845.1	4450A/2015	ANZ78845	ANZ78845
ANZ78844.1	4449A/2015	ANZ78844	ANZ78844
ANZ78843.1	4446A/2015	ANZ78843	ANZ78843
ANZ78842.1	4436A/2015	ANZ78842	ANZ78842
ANZ78841.1	4400A/2015	ANZ78841	ANZ78841
ANZ78840.1	4086A/2014	ANZ78840	ANZ78840
ANZ78839.1	4068A/2014	ANZ78839	ANZ78839
ANZ78838.1	3791A/2013	ANZ78838	ANZ78838
ANZ78837.1	14012/2014	ANZ78837	ANZ78837
ANZ78836.1	14007/2014	ANZ78836	ANZ78836
ANZ78835.1	13969/2014	ANZ78835	ANZ78835
ANZ78834.1	13963/2014	ANZ78834	ANZ78834
AUI41072.1	NJ0612NME6	AUI41072	AUI41072
AUI41067.1	NJ0806VCB	AUI41067	AUI41067
QBF44115.1	MERS-CoV/KOR/KCDC/001_2018-TSVi	QBF44115	QBF44115
QBF44114.1	MERS-CoV/KOR/KCDC/001_2018-TS	QBF44114	QBF44114
QBF44113.1	MERS-CoV/KOR/KCDC/001_2018-SP	QBF44113	QBF44113
6QFY_B		6QFY_B	6QFY_B
6QFY_A		6QFY_A	6QFY_A
AZK15900.1	MERS-CoV/KOR/KCDC/001_2018-TSVi	AZK15900	AZK15900
5YY5_D		5YY5_D	5YY5_D
5YY5_C		5YY5_C	5YY5_C
5YY5_L		5YY5_L	5YY5_L
5YY5_H		5YY5_H	5YY5_H
5YY5_B		5YY5_B	5YY5_B
5YY5_A		5YY5_A	5YY5_A
AUF72230.1	CXZ1501H	AUF72230	AUF72230
AUF72225.1	CXZ1201D	AUF72225	AUF72225
ARJ34226.1	PREDICT/PDF-2180	ARJ34226	ARJ34226
AYC44325.1	gfCoV/France/14066/2014	AYC44325	AYC44325
AYC44324.1	gfCoV/France/14053/2014	AYC44324	AYC44324
AYC44323.1	gfCoV/France/14047/2014	AYC44323	AYC44323
AYC44322.1	gfCoV/France/14042/2014	AYC44322	AYC44322
AYC44321.1	gfCoV/France/14041/2014	AYC44321	AYC44321
AYC44320.1	gfCoV/France/14040/2014	AYC44320	AYC44320
AYC44319.1	gfCoV/France/14032/2014	AYC44319	AYC44319
YP_009555241.1		YP_009555241	YP_009555241
QBB21156.1	CVS-11,12/17	QBB21156	QBB21156
QBB21155.1	TH-street11/17	QBB21155	QBB21155
AZL57327.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN294	AZL57327	AZL57327
AZL57318.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN292	AZL57318	AZL57318
AZL57309.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN286	AZL57309	AZL57309
AZL57300.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN274	AZL57300	AZL57300
AZL57290.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN269	AZL57290	AZL57290
AZL57282.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN268	AZL57282	AZL57282
AZL57273.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN267	AZL57273	AZL57273
AZL57264.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN263	AZL57264	AZL57264
AZL57255.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN255	AZL57255	AZL57255
AZL57246.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN240	AZL57246	AZL57246
AZL57237.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN236	AZL57237	AZL57237
AZL57226.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN234	AZL57226	AZL57226
AZL57219.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN230	AZL57219	AZL57219
AZL57210.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN225	AZL57210	AZL57210
AZL57201.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN214	AZL57201	AZL57201
AZL57192.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN167	AZL57192	AZL57192
AZL57180.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN165	AZL57180	AZL57180
AZL57174.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN164	AZL57174	AZL57174
AZL57168.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN163	AZL57168	AZL57168
AZL57156.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN162	AZL57156	AZL57156
AZL57147.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN148	AZL57147	AZL57147
AZL57138.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN146	AZL57138	AZL57138
AZL57129.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN143	AZL57129	AZL57129
AZL57120.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN141	AZL57120	AZL57120
AZL57111.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN140	AZL57111	AZL57111
AZL57102.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN114	AZL57102	AZL57102
AZL57093.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN104	AZL57093	AZL57093
AZL57084.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN070	AZL57084	AZL57084
AZL57075.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN031	AZL57075	AZL57075
AZL57066.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN020	AZL57066	AZL57066
AZL57057.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN018	AZL57057	AZL57057
AZL57048.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-BEN017	AZL57048	AZL57048
AYW17071.1	Ebola virus/H.sapiens-wt/COD/2017/Muyembe-18FHV012b	AYW17071	AYW17071
AYW17025.1	Ebola virus/H.sapiens-wt/COD/2018/Ituri-MAN035	AYW17025	AYW17025
AVD50311.1	IBV/Chicken/Iran/IS1494-like/MRB11/2016	AVD50311	AVD50311
AVD50310.1	IBV/Chicken/Iran/QX-like/MRB10/2015	AVD50310	AVD50310
AVD50309.1	IBV/Chicken/Iran/QX-like/MRB07/2015	AVD50309	AVD50309
AVD50308.1	IBV/Chicken/Iran/QX-like/MRB03/2015	AVD50308	AVD50308
AVD50307.1	IBV/Chicken/Iran/IS1494-like/MRB02/2016	AVD50307	AVD50307
AVD50306.1	IBV/Chicken/Iran/IS1494-like/MRB01/2016	AVD50306	AVD50306
ASY03267.1	NOR/A2/Bronnoya/2014	ASY03267	ASY03267
ASY03262.1	NOR/H3/Skanevik/2014	ASY03262	ASY03262
RYR37567.1	GDAAS-fuhuasheng2018	RYR37567	RYR37567
RYP66513.1		RYP66513	RYP66513
RYP63112.1		RYP63112	RYP63112
RYP43850.1		RYP43850	RYP43850
QBA57558.1	KNU-1807	QBA57558	QBA57558
QBA57552.1	KNU-1806	QBA57552	QBA57552
QBA57550.1	KNU-1805	QBA57550	QBA57550
QBA57545.1	KNU-1804	QBA57545	QBA57545
QBA57543.1	KNU-1803	QBA57543	QBA57543
QBA57542.1	KNU-1802	QBA57542	QBA57542
QBA57541.1	KNU-1801	QBA57541	QBA57541
QBA57540.1	KNU-1711	QBA57540	QBA57540
QAY29996.1	TR_Ck_Ma5_vaccine_13	QAY29996	QAY29996
QAY29995.1	TR_Ck_208_14	QAY29995	QAY29995
QAY29994.1	TR_Ck_206_14	QAY29994	QAY29994
QAY29993.1	TR_Ck_205_14	QAY29993	QAY29993
QAY29992.1	TR_Ck_204_14	QAY29992	QAY29992
QAY29991.1	TR_Ck_203_14	QAY29991	QAY29991
QAY29990.1	TR_Ck_202_14	QAY29990	QAY29990
QAY29989.1	TR_Ck_201_14	QAY29989	QAY29989
QAY29988.1	TR_Ck_200_14	QAY29988	QAY29988
QAY29987.1	TR_Ck_199_14	QAY29987	QAY29987
QAY29986.1	TR_Ck_198_14	QAY29986	QAY29986
QAY29985.1	TR_Ck_196_14	QAY29985	QAY29985
QAY29984.1	TR_Ck_195_14	QAY29984	QAY29984
QAY29983.1	TR_Ck_193_14	QAY29983	QAY29983
QAY29982.1	TR_Ck_186_14	QAY29982	QAY29982
QAY29981.1	TR_Ck_185_14	QAY29981	QAY29981
QAY29980.1	TR_Ck_176_14	QAY29980	QAY29980
QAY29979.1	TR_Ck_172_14	QAY29979	QAY29979
QAY29978.1	TR_Ck_163_14	QAY29978	QAY29978
QAY29977.1	TR_Ck_162_14	QAY29977	QAY29977
QAY29976.1	TR_Ck_161_14	QAY29976	QAY29976
QAY29975.1	TR_Ck_160_14	QAY29975	QAY29975
QAY29974.1	TR_Ck_158_14	QAY29974	QAY29974
QAY29973.1	TR_Ck_156_14	QAY29973	QAY29973
QAY29972.1	TR_Ck_155_14	QAY29972	QAY29972
QAY29971.1	TR_Ck_154_14	QAY29971	QAY29971
QAY29970.1	TR_Ck_153_14	QAY29970	QAY29970
QAY29969.1	TR_Ck_152_14	QAY29969	QAY29969
QAY29968.1	TR_Ck_151_14	QAY29968	QAY29968
QAY29967.1	TR_Ck_150_14	QAY29967	QAY29967
QAY29966.1	TR_Ck_132_13	QAY29966	QAY29966
QAY29965.1	TR_Ck_120_12	QAY29965	QAY29965
QAY29964.1	TR_Ck_117_12	QAY29964	QAY29964
QAY29963.1	TR_Ck_116_12	QAY29963	QAY29963
QAY29962.1	TR_Ck_66_12	QAY29962	QAY29962
QAY29961.1	TR_Ck_50_11	QAY29961	QAY29961
QAY29960.1	TR_Ck_63_12	QAY29960	QAY29960
QAY29959.1	TR_Ck_197_14	QAY29959	QAY29959
QAY29958.1	TR_Ck_184_14	QAY29958	QAY29958
QAY29957.1	TR_Ck_157_14	QAY29957	QAY29957
QAY29956.1	TR_Ck_99_12	QAY29956	QAY29956
QAY29955.1	TR_Ck_68_12	QAY29955	QAY29955
AYS76105.1	VFAR-047	AYS76105	AYS76105
QAV56829.1		QAV56829	QAV56829
QAV56828.1		QAV56828	QAV56828
QAV56827.1		QAV56827	QAV56827
QAV56826.1		QAV56826	QAV56826
QAV56825.1		QAV56825	QAV56825
QAV56824.1		QAV56824	QAV56824
QAV56823.1		QAV56823	QAV56823
QAV56822.1		QAV56822	QAV56822
QAV56821.1		QAV56821	QAV56821
QAV56820.1		QAV56820	QAV56820
QAV56819.1		QAV56819	QAV56819
QAV56818.1		QAV56818	QAV56818
QAV56817.1		QAV56817	QAV56817
QAV56816.1		QAV56816	QAV56816
QAV56815.1		QAV56815	QAV56815
QAV56814.1		QAV56814	QAV56814
QAV56813.1		QAV56813	QAV56813
QAV56812.1		QAV56812	QAV56812
QAV56811.1		QAV56811	QAV56811
QAV56810.1		QAV56810	QAV56810
QAV56809.1		QAV56809	QAV56809
QAV56808.1		QAV56808	QAV56808
QAV56807.1		QAV56807	QAV56807
QAV56806.1		QAV56806	QAV56806
QAV56805.1		QAV56805	QAV56805
QAV56804.1		QAV56804	QAV56804
QAV56803.1		QAV56803	QAV56803
QAV56802.1		QAV56802	QAV56802
QAV56801.1		QAV56801	QAV56801
QAV56800.1		QAV56800	QAV56800
QAV56799.1		QAV56799	QAV56799
QAV56798.1		QAV56798	QAV56798
QAV56797.1		QAV56797	QAV56797
QAV56796.1		QAV56796	QAV56796
